2018,2017,Institution Name,Country,Classification,,,,,Academic Reputation,,Employer Reputation,,Faculty Student,,Citations per Faculty,,International Faculty,,International Students,,Overall Score
  325=,  330=,YESHIVA UNIVERSITY,United States,M,FC,VH,5,B,3.2,401+,6.4,401+,96.3,53,65.9,130,,,24.2,401+,35.6
329,  308=,NATIONAL YANG MING UNIVERSITY,Taiwan,S,FC,VH,3,A,14.8,401+,13.6,401+,99.8,28,37.4,343,5.7,401+,7.9,401+,35.5
330,  264=,ECOLE NORMALE SUP…RIEURE DE CACHAN,France,S,CO,VH,5,A,17.1,401+,21.8,401+,85,98,31.6,400,27.5,401+,32,401+,35.4
  331=,401-410,BANDUNG INSTITUTE OF TECHNOLOGY (ITB),Indonesia,L,CO,HI,4,A,52.9,182,56.1,192,31,401+,2.9,401+,30.1,401+,2.6,401+,35.3
  331=,  308=,UNIVERSIDAD AUSTRAL,Argentina,S,CO,MD,3,B,28.8,382,51.2,220,86.4,89,1.8,401+,5.2,401+,13.4,401+,35.3
  331=,  347=,UNIVERSITƒT K÷LN,Germany,XL,FC,VH,5,B,43.8,228,62.4,159,33.4,391,12,401+,26.7,401+,21.3,401+,35.3
  334=,354,BELARUS STATE UNIVERSITY,Belarus,L,FO,HI,4,A,28.3,393,32.6,401+,92.3,70,1.6,401+,7.4,401+,25.5,401+,35.1
  334=,  283=,MAHIDOL UNIVERSITY,Thailand,L,FC,HI,4,A,46.4,215,24.6,401+,58,235,7,401+,15.2,401+,5.6,401+,35.1
336,  345=,L.N. GUMILYOV EURASIAN NATIONAL UNIVERSITY ,Kazakhstan,L,FO,HI,2,A,23.9,401+,35.7,366,98.2,41,1.3,401+,31.7,389,5.7,401+,35
337,  352=,UNIVERSIDAD DE BELGRANO,Argentina,M,CO,LO,4,B,17.2,401+,47.5,257,91,76,1.1,401+,8.4,401+,86.5,119,34.9
338,  294=,UME≈ UNIVERSITY,Sweden,L,FC,HI,4,A,25,401+,20,401+,79.9,119,23.4,401+,29,401+,13.2,401+,34.8
  339=,  299=,BOSTON COLLEGE,United States,L,CO,HI,5,B,29.9,364,38.2,338,22.1,401+,43.4,292,94.8,119,19.9,401+,34.7
  339=,337,GWANGJU INSTITUTE OF SCIENCE AND TECHNOLOGY (GIST),South Korea,S,FO,VH,2,A,13.7,401+,5.5,401+,37.6,343,100,3,11.5,401+,9.9,401+,34.7
  341=,  363=,UNIVERSITƒT JENA,Germany,L,FC,VH,5,A,24.3,401+,14.1,401+,87.6,83,20.1,401+,7.4,401+,30.3,401+,34.6
  341=,  343=,UNIVERSITY OF HAWAII AT M?ÅNOA ,United States,L,FC,VH,5,A,22.7,401+,6.2,401+,56.5,241,46.2,273,62.2,251,22.9,401+,34.6
343,314,CITY UNIVERSITY LONDON,United Kingdom,L,CO,HI,5,A,22.2,401+,48,252,15.4,401+,37.5,339,98.2,74,100,15,34.2
  344=,  315=,NANKAI UNIVERSITY,China,L,FC,VH,4,A,32.6,329,18.2,401+,30.1,401+,58.6,170,19.5,401+,8,401+,34
  344=,318,XI'AN JIAOTONG UNIVERSITY,China,XL,FC,VH,5,A,29.1,375,27.6,401+,48.5,278,38.5,332,28.9,401+,12.7,401+,34
  346=,  345=,BRUNEL UNIVERSITY,United Kingdom,M,CO,VH,4,A,17.6,401+,28,401+,21.1,401+,49.8,235,97.3,93,99.3,33,33.9
  346=,  361=,NORTHEASTERN UNIVERSITY,United States,L,CO,VH,5,B,22.1,401+,35.1,378,25.2,401+,40.1,320,71.8,219,96.5,66,33.9
  346=,  325=,UNIVERSITY OF VICTORIA,Canada,L,CO,VH,4,A,23.6,401+,17.4,401+,6.9,401+,74.4,91,82.5,181,46.1,312,33.9
  349=,  393=,QATAR UNIVERSITY,Qatar,M,FC,HI,3,A,20.2,401+,20.7,401+,59.9,223,7.9,401+,100,10,99.9,24,33.8
  349=,,UNIVERSITY OF BRUNEI DARUSSALAM ,Brunei,S,CO,HI,3,A,15.2,401+,1.9,401+,92.5,69,3.8,401+,100,47,64.7,210,33.8
351,369,KOBE UNIVERSITY,Japan,L,FC,VH,4,A,33.8,314,36.8,353,61.8,211,15.2,401+,9,401+,9.7,401+,33.6
  352=,320,BEN GURION UNIVERSITY OF THE NEGEV,Israel,L,FC,VH,3,A,27.1,401+,26.3,401+,20.6,401+,49.2,244,77.1,206,42.4,332,33.5
  352=,  363=,GEORGE WASHINGTON UNIVERSITY,United States,L,FC,VH,5,B,35.3,303,37,348,23.3,401+,33.8,370,36.4,362,47.8,304,33.5
  352=,  330=,UNIVERSITY OF ESSEX,United Kingdom,L,CO,HI,4,A,26.7,401+,22.2,401+,22.9,401+,29.9,401+,99.9,51,99.8,25,33.5
  355=,  350=,MOSCOW INSTITUTE OF PHYSICS AND TECHNOLOGY STATE UNIVERSITY,Russia,M,FO,VH,4,A,15.5,401+,32.3,401+,98.3,39,6.9,401+,23.7,401+,33.5,397,33.4
  355=,  356=,UNIVERSIT… PARIS DAUPHINE,France,M,SP,HI,3,A,28.8,383,75.2,113,30.7,401+,9.2,401+,45.6,326,80.9,146,33.4
  357=,  330=,TILBURG UNIVERSITY,Netherlands,M,FO,VH,4,A,19.8,401+,23.9,401+,9.5,401+,74.5,90,82.8,180,40.5,350,33.3
  357=,  347=,UNIVERSITƒT ULM,Germany,M,CO,VH,4,A,11,401+,15.6,401+,63.7,200,51.2,222,50.9,306,34.1,390,33.3
  357=,  338=,UNIVERSITY OF JYVƒSKYLƒ,Finland,M,CO,VH,4,A,24,401+,7.8,401+,80.8,116,20.2,401+,42.4,343,9.7,401+,33.3
360,  386=,LA TROBE UNIVERSITY,Australia,L,CO,VH,4,A,29.6,368,39.9,323,9.8,401+,28.5,401+,97.3,90,95.3,77,33.2
  361=,  359=,OXFORD BROOKES UNIVERSITY,United Kingdom,L,CO,HI,5,A,30.3,361,75.6,110,15.7,401+,13.5,401+,65.5,237,83.9,132,33.1
  361=,  395=,STELLENBOSCH UNIVERSITY,South Africa,L,FC,HI,5,A,34.4,312,33.5,393,4.2,401+,52.9,207,78.2,203,12.3,401+,33.1
  361=,  366=,UNIVERSIDADE NOVA DE LISBOA,Portugal,L,FC,HI,3,A,34.6,310,60.9,168,35.4,371,20.5,401+,15.1,401+,23.5,401+,33.1
  364=,  310=,PONTIFICIA UNIVERSIDAD CAT”LICA ARGENTINA SANTA MARÕA DE LOS BUENOS AIRES (UCA),Argentina,L,FC,LO,4,B,24.2,401+,66.9,140,76.9,137,1.2,401+,,,19.5,401+,33
  364=,  310=,RENSSELAER POLYTECHNIC INSTITUTE,United States,M,CO,VH,5,B,16.6,401+,22.2,401+,23.7,401+,78.2,76,26.4,401+,47.7,305,33
  364=,  359=,UNIVERSITY OF THE WITWATERSRAND,South Africa,L,FC,VH,5,A,34.7,309,43.6,290,13.9,401+,33.7,372,88.3,153,14.6,401+,33
  367=,  340=,JAMES COOK UNIVERSITY (JCU),Australia,L,FC,HI,3,A,19.4,401+,16.4,401+,13.4,401+,56.8,179,91.5,135,96.2,69,32.9
  367=,329,TOKYO MEDICAL AND DENTAL UNIVERSITY ,Japan,S,FO,VH,4,A,14.9,401+,11.7,401+,100,7,23.9,401+,3.5,401+,14.1,401+,32.9
  367=,  374=,UNIVERSITY OF THE PHILIPPINES,Philippines,XL,FC,MD,5,A,46,218,56.6,191,40.7,327,2.1,401+,1.9,401+,1.5,401+,32.9
  367=,  377=,UNIVERSITY OF TROMSO,Norway,M,FC,HI,3,A,18.5,401+,5.4,401+,96.7,51,10,401+,41,347,29,401+,32.9
  367=,  361=,VIRGINIA POLYTECHNIC INSTITUTE (VIRGINIA TECH),United States,XL,FC,VH,5,A,33.2,323,40.4,317,22.6,401+,44.1,283,19.8,401+,23.4,401+,32.9
372,  288=,UNIVERSITY OF ST GALLEN (HSG),Switzerland,M,SP,VH,5,A,13.8,401+,93.7,50,5.5,401+,34.9,363,100,41,95.9,72,32.8
  373=,358,ASTON UNIVERSITY,United Kingdom,M,CO,VH,4,A,17.6,401+,54.1,207,14.1,401+,40.2,317,95.8,108,87.2,114,32.5
  373=,  350=,MOSCOW STATE INSTITUTE OF INTERNATIONAL RELATIONS ñ MGIMO UNIVERSITY ,Russia,M,SP,LO,4,A,14.3,401+,36.9,352,99.2,34,1,401+,10.3,401+,50.1,288,32.5
  373=,401-410,"NATIONAL RESEARCH NUCLEAR UNIVERSITY ""MEPHI"" (MOSCOW ENGINEERING PHYSICS INSTITUTE)",Russia,M,FO,VH,4,A,13.7,401+,23.3,401+,94.1,57,3.9,401+,39.1,351,62.3,227,32.5
  373=,431-440,UNIVERSIDAD POLITECNICA DE VALENCIA,Spain,L,CO,VH,3,A,26.9,401+,36.7,354,65.6,189,15.9,401+,5.3,401+,28.7,401+,32.5
  373=,  366=,UNIVERSITY OF KENT,United Kingdom,L,CO,VH,4,A,24.6,401+,22.2,401+,30.8,401+,24.5,401+,97.6,86,89.5,105,32.5
378,372,LAVAL UNIVERSITY,Canada,L,FC,VH,5,A,31.3,349,30.5,401+,27.8,401+,30.8,401+,67.1,232,32.9,401+,32.4
379,  374=,AALBORG UNIVERSITY,Denmark,L,FC,VH,3,A,24.5,401+,47.3,262,31.9,401+,26.9,401+,74.3,211,42.8,330,32.2
380,319,TAMPERE UNIVERSITY OF TECHNOLOGY ,Finland,M,CO,VH,3,A,13.3,401+,20.8,401+,84.8,99,24.7,401+,34.8,373,20.8,401+,32.1
381,  327=,UNIVERSIT… DE MONTPELLIER ,France,XL,CO,VH,5,A,36.4,289,43.5,293,10.3,401+,42.3,299,12.6,401+,38.4,367,32
  382=,411-420,NATIONAL RESEARCH UNIVERSITY - HIGHER SCHOOL OF ECONOMICS (HSE),Russia,L,FO,VH,3,A,21.8,401+,31.6,401+,92.8,66,1.5,401+,8.4,401+,12.6,401+,31.9
  382=,  390=,STONY BROOK UNIVERSITY,United States,L,FC,VH,4,A,26.7,401+,6.8,401+,35.2,373,43.3,294,10.1,401+,85,124,31.9
384,  390=,UNIVERSITY OF SOUTHERN DENMARK,Denmark,L,FO,VH,4,A,25.6,401+,20.7,401+,41.2,325,26,401+,73.5,213,41.5,342,31.6
385,  352=,UNIVERSITƒT KONSTANZ,Germany,M,CO,VH,4,A,31.3,350,23.8,401+,38.7,335,21.8,401+,56.1,280,32.9,401+,31.5
  386=,  400=,TOMSK POLYTECHNIC UNIVERSITY,Russia,M,FO,VH,5,A,10.9,401+,26.9,401+,93.5,61,2.4,401+,19.2,401+,81.8,141,31.3
  386=,373,UNIVERSITY OF KANSAS,United States,L,FC,VH,5,A,20.2,401+,15.2,401+,78.2,129,21.5,401+,16.3,401+,16.8,401+,31.3
  388=,  395=,NATIONAL SUN YAT-SEN UNIVERSITY,Taiwan,M,CO,VH,3,A,29.9,366,20.7,401+,27,401+,52.2,211,17.9,401+,8.2,401+,31.2
  388=,411-420,UNIVERSITƒT MANNHEIM,Germany,M,FO,VH,5,A,24.9,401+,84.2,83,16.4,401+,32,393,30.6,399,30.1,401+,31.2
390,411-420,UNITED ARAB EMIRATES UNIVERSITY,United Arab Emirates,M,FC,HI,3,A,19.5,401+,24.7,401+,47.9,283,11.7,401+,100,12,76.3,162,31.1
  391=,  380=,DUBLIN CITY UNIVERSITY (DCU),Ireland,L,CO,HI,3,A,22.2,401+,46.3,272,35.8,366,17.3,401+,78.4,202,57.2,249,31
  391=,411-420,NATIONAL CENTRAL UNIVERSITY,Taiwan,M,CO,VH,4,A,32.5,330,17.3,401+,31.7,401+,40.3,313,15.6,401+,19.6,401+,31
  391=,411-420,UNIVERSITY OF UTAH,United States,L,FC,VH,5,A,21.2,401+,11.1,401+,60.1,221,38.2,335,16.3,401+,17.2,401+,31
394,  374=,UNIVERSITY OF COLORADO AT DENVER ,United States,L,FC,VH,5,A,12.1,401+,11.5,401+,100,9,18.8,401+,4.4,401+,15.5,401+,30.8
  395=,365,AMERICAN UNIVERSITY IN CAIRO,Egypt,M,CO,HI,4,B,31,353,49.3,236,37.1,351,5.1,401+,90.7,140,5.8,401+,30.7
  395=,401-410,ILLINOIS INSTITUTE OF TECHNOLOGY,United States,M,CO,VH,5,B,23.6,401+,13.9,401+,19,401+,49.7,238,21.4,401+,100,14,30.7
397,431-440,HUFS ñ HANKUK (KOREA) UNIVERSITY OF FOREIGN STUDIES,South Korea,L,CO,MD,4,B,18.7,401+,31.5,401+,78.3,127,2.1,401+,37.9,355,39,362,30.6
  398=,421-430,"GOLDSMITHS, UNIVERSITY OF LONDON",United Kingdom,M,FO,VH,5,A,27.3,401+,13.2,401+,25.5,401+,19.7,401+,85,172,97.2,60,30.5
  398=,401-410,JOHANNES GUTENBERG UNIVERSITƒT MAINZ,Germany,XL,FC,HI,5,A,27.9,396,25.2,401+,48.7,277,20.1,401+,35.1,370,24.6,401+,30.5
  398=,401-410,TAIPEI MEDICAL UNIVERSITY,Taiwan,M,FO,VH,4,B,15.5,401+,14.8,401+,84.7,100,18.7,401+,24.4,401+,17.3,401+,30.5
401-410,  400=,LEIBNIZ UNIVERSITƒT HANNOVER,Germany,L,CO,VH,5,A,-,-,-,-,2.3,401+,79.5,69,10.4,401+,26.9,401+,30.1
401-410,  395=,NATIONAL TECHNICAL UNIVERSITY OF ATHENS,Greece,L,FO,VH,5,A,-,-,-,-,11.3,401+,63.7,136,1.6,401+,2.6,401+,30.3
401-410,411-420,PETER THE GREAT ST.PETERSBURG POLYTECHNIC UNIVERSITY,Russia,L,FO,VH,5,A,-,-,-,-,93.8,59,2.2,401+,12.7,401+,56.5,254,29.9
401-410,451-460,RUHR-UNIVERSITƒT BOCHUM,Germany,XL,FC,VH,4,A,-,-,-,-,6.3,401+,56.7,180,27.3,401+,35.3,384,30.2
401-410,401-410,UNIVERSIDAD EXTERNADO DE COLOMBIA,Colombia,M,CO,MD,5,B,-,-,-,-,99.8,26,1,401+,10.6,401+,,,30
401-410,501-550,UNIVERSITAS GADJAH MADA,Indonesia,XL,FC,MD,4,A,-,-,-,-,24,401+,1.5,401+,23.5,401+,2.4,401+,30.2
401-410,451-460,UNIVERSITY OF COIMBRA,Portugal,L,FC,VH,5,A,-,-,-,-,17.7,401+,25.3,401+,8.3,401+,41.2,344,29.8
401-410,  382=,V.N. KARAZIN KHARKIV NATIONAL UNIVERSITY,Ukraine,L,FC,MD,5,A,-,-,-,-,78,131,1.8,401+,1.3,401+,89.9,102,29.9
401-410,481-490,VILNIUS UNIVERSITY ,Lithuania,L,FC,HI,5,A,-,-,-,-,69.1,173,5.1,401+,7,401+,4.6,401+,30
401-410,  395=,WASHINGTON STATE UNIVERSITY,United States,L,FC,VH,5,A,-,-,-,-,22.5,401+,32,390,66.8,234,12.7,401+,30.4
411-420,441-450,AMERICAN UNIVERSITY OF SHARJAH,United Arab Emirates,M,FC,MD,2,B,-,-,-,-,20.3,401+,12.4,401+,100,2,100,4,29.5
411-420,461-470,ARABIAN GULF UNIVERSITY,Bahrain,S,CO,MD,3,A,-,-,-,-,69.7,168,2.6,401+,99.5,58,100,8,29.2
411-420,401-410,BRANDEIS UNIVERSITY,United States,M,CO,HI,4,B,-,-,-,-,28.4,401+,44.1,284,15.1,401+,83.7,134,29.4
411-420,411-420,KAZAKH NATIONAL TECHNICAL UNIVERSITY AFTER K.I.SATPAYEV    ,Kazakhstan,M,FO,HI,4,A,-,-,-,-,97.1,50,1,401+,2.5,401+,3.5,401+,29.7
411-420,431-440,TARAS SHEVCHENKO NATIONAL UNIVERSITY OF KYIV,Ukraine,L,CO,HI,5,A,-,-,-,-,69.4,171,2.4,401+,1.6,401+,4.9,401+,29.4
411-420,471-480,UNIVERSIDAD DE COSTA RICA,Costa Rica,XL,CO,MD,4,A,-,-,-,-,37.2,347,1.8,401+,,,1.8,401+,29.4
411-420,411-420,UNIVERSIT… AIX-MARSEILLE,France,XL,FC,VH,5,A,-,-,-,-,13.8,401+,26.1,401+,26.3,401+,36.2,382,29.7
411-420,411-420,UNIVERSITY OF OULU,Finland,M,FC,VH,4,A,-,-,-,-,52.1,267,33.7,371,30.5,400,8.5,401+,29.3
411-420,  366=,UNIVERSITY OF WARSAW ,Poland,XL,CO,VH,5,A,-,-,-,-,29.1,401+,7.3,401+,8,401+,10.8,401+,29.2
411-420,401-410,WAKE FOREST UNIVERSITY,United States,M,FC,VH,5,B,-,-,-,-,100,13,21.6,401+,7.5,401+,17.1,401+,29.2
421-430,411-420,BILKENT UNIVERSITY,Turkey,M,CO,VH,3,B,-,-,-,-,18,401+,26.2,401+,62.5,248,13.2,401+,29.1
421-430,481-490,HITOTSUBASHI UNIVERSITY,Japan,M,SP,HI,5,A,-,-,-,-,28.9,401+,6,401+,23.1,401+,27.5,401+,28.9
421-430,451-460,SHANGHAI UNIVERSITY,China,XL,CO,VH,2,A,-,-,-,-,38.6,336,16.1,401+,24.1,401+,3.3,401+,29
421-430,441-450,SWINBURNE UNIVERSITY OF TECHNOLOGY,Australia,L,CO,VH,3,A,-,-,-,-,14,401+,36.8,349,97.3,92,83.7,133,29
421-430,431-440,THE UNIVERSITY OF GEORGIA,United States,XL,FC,VH,5,A,-,-,-,-,18.4,401+,36,355,66.1,235,13.6,401+,29.1
421-430,431-440,UNIVERSIT¿ DI PISA,Italy,XL,FC,VH,5,A,-,-,-,-,9,401+,22.4,401+,10.2,401+,6.2,401+,28.9
421-430,421-430,UNIVERSITY OF CONNECTICUT,United States,L,FC,VH,5,A,-,-,-,-,28.8,401+,44.7,280,56.9,277,26.1,401+,29.1
421-430,411-420,UNIVERSITY OF DELAWARE,United States,L,CO,VH,5,A,-,-,-,-,11.1,401+,76.3,83,33.6,381,25.8,401+,28.8
421-430,  393=,UNIVERSITY OF IOWA,United States,XL,FC,VH,5,A,-,-,-,-,30.8,401+,41.6,307,7.5,401+,29.1,401+,28.8
421-430,  380=,UNIVERSITY OF TEXAS DALLAS ,United States,L,CO,VH,3,A,-,-,-,-,7.3,401+,65.7,131,23,401+,70.8,186,29.1
431-440,461-470,BOND UNIVERSITY,Australia,S,FC,HI,3,B,-,-,-,-,58.7,232,15,401+,98.7,67,94.4,83,28.4
431-440,421-430,CHRISTIAN-ALBRECHTS-UNIVERSITƒT ZU KIEL,Germany,L,FC,VH,5,A,-,-,-,-,57.1,237,23.5,401+,11.9,401+,14.7,401+,28.4
431-440,461-470,CONCORDIA UNIVERSITY,Canada,XL,CO,VH,3,A,-,-,-,-,6.8,401+,27.1,401+,75.3,209,87.5,111,28.5
431-440,431-440,FLORIDA STATE UNIVERSITY,United States,XL,FC,HI,5,A,-,-,-,-,11.6,401+,44.1,285,10.4,401+,6.8,401+,28.7
431-440,399,INDIAN INSTITUTE OF TECHNOLOGY ROORKEE (IITR),India,M,FO,VH,5,A,-,-,-,-,14.1,401+,81.8,61,1.9,401+,2.1,401+,28.4
431-440,451-460,KO« UNIVERSITY ,Turkey,M,CO,HI,2,B,-,-,-,-,45.6,298,16.2,401+,42.6,340,10.5,401+,28.5
431-440,501-550,NATIONAL UNIVERSITY OF SCIENCES AND TECHNOLOGY (NUST) ISLAMABAD,Pakistan,M,CO,VH,3,A,-,-,-,-,74.6,149,6.4,401+,3.3,401+,4.5,401+,28.3
431-440,481-490,PONTIFICIA UNIVERSIDAD CAT”LICA DEL PER⁄,Peru,L,FO,MD,5,B,-,-,-,-,18.7,401+,1.8,401+,5.5,401+,3.9,401+,28.7
431-440,  390=,SWANSEA UNIVERSITY,United Kingdom,L,FC,HI,4,A,-,-,-,-,34.4,382,30.3,401+,66,236,66.7,196,28.3
431-440,441-450,UNIVERSIDAD DE PALERMO,Argentina,M,FO,MD,3,B,-,-,-,-,64,199,1.1,401+,34.2,377,95.4,76,28.4
431-440,451-460,XIAMEN UNIVERSITY,China,XL,FC,VH,4,A,-,-,-,-,24.8,401+,43.8,288,10.6,401+,8,401+,28.3
441-450,441-450,AUCKLAND UNIVERSITY OF TECHNOLOGY ,New Zealand,L,CO,HI,2,A,-,-,-,-,15.4,401+,9.3,401+,99,64,99.7,29,28.1
441-450,411-420,BANGOR UNIVERSITY,United Kingdom,M,FC,HI,5,A,-,-,-,-,16.4,401+,59.5,164,54.3,289,74.3,170,28
441-450,501-550,KAZAN FEDERAL UNIVERSITY,Russia,L,FO,VH,5,A,-,-,-,-,73.7,151,2.3,401+,5.9,401+,27.8,401+,27.9
441-450,451-460,OREGON STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,31.1,401+,35.6,359,58.9,269,28.1,401+,28.1
441-450,431-440,SINGAPORE MANAGEMENT UNIVERSITY,Singapore,M,SP,HI,2,A,-,-,-,-,9.3,401+,21.3,401+,100,26,65.3,209,27.9
441-450,411-420,SOGANG UNIVERSITY,South Korea,M,CO,VH,4,B,-,-,-,-,44.8,303,16.4,401+,11,401+,12.5,401+,27.8
441-450,441-450,UNIVERSIT¿ DEGLI STUDI DI TRENTO,Italy,L,CO,VH,4,A,-,-,-,-,10.9,401+,50.2,231,40.4,348,11.5,401+,28.2
441-450,  377=,UNIVERSIT… PARIS DESCARTES,France,XL,FC,VH,5,A,-,-,-,-,20.3,401+,43.4,291,13.5,401+,25.1,401+,27.9
441-450,451-460,YORK UNIVERSITY,Canada,XL,CO,VH,4,A,-,-,-,-,13.2,401+,20.6,401+,31.9,388,66,203,28.1
451-460,389,BEIJING INSTITUTE OF TECHNOLOGY,China,L,FO,VH,4,A,-,-,-,-,32.1,401+,36.2,354,6.8,401+,10.5,401+,27.5
451-460,421-430,INSTITUT NATIONAL DES SCIENCES APPLIQU…ES DE LYON (INSA),France,M,FO,VH,4,A,-,-,-,-,43.6,309,8.9,401+,34.1,378,90.2,98,27.7
451-460,401-410,KHALIFA UNIVERSITY,United Arab Emirates,S,SP,HI,2,A,-,-,-,-,69.3,172,14.2,401+,100,6,45.2,317,27.4
451-460,451-460,SULTAN QABOOS UNIVERSITY,Oman,M,FC,HI,3,A,-,-,-,-,62.3,208,9.6,401+,100,32,4.6,401+,27.3
451-460,501-550,TULANE UNIVERSITY,United States,M,FC,VH,5,B,-,-,-,-,74.8,148,18.4,401+,16.7,401+,25.9,401+,27.6
451-460,471-480,UNIVERSIDAD DE SANTIAGO DE CHILE (USACH),Chile,L,FC,MD,5,A,-,-,-,-,12.1,401+,4.2,401+,6.6,401+,1.4,401+,27.4
451-460,  382=,UNIVERSITY OF EASTERN FINLAND,Finland,M,CO,VH,3,A,-,-,-,-,47.5,285,34,369,23.5,401+,13,401+,27.5
451-460,471-480,UNIVERSITY OF SASKATCHEWAN,Canada,L,FC,VH,5,A,-,-,-,-,32.8,397,34.1,368,69.2,226,57.1,250,27.2
451-460,385,UNIVERSITY OF STIRLING,United Kingdom,M,CO,VH,4,A,-,-,-,-,23.5,401+,42.6,298,71.3,221,62.2,228,27.6
451-460,461-470,UNIVERSITY OF TENNESSEE,United States,L,FC,VH,5,A,-,-,-,-,21.7,401+,67.4,125,5.8,401+,5.9,401+,27.4
461-470,431-440,JAGIELLONIAN UNIVERSITY,Poland,XL,FC,HI,5,A,-,-,-,-,39.4,332,6.2,401+,4,401+,10.2,401+,27.1
461-470,501-550,MARTIN-LUTHER-UNIVERSITƒT HALLE-WITTENBERG,Germany,L,FC,HI,5,A,-,-,-,-,81.3,113,8.4,401+,11.2,401+,16.6,401+,26.7
461-470,431-440,PONTIFICIA UNIVERSIDAD JAVERIANA,Colombia,XL,FC,MD,5,B,-,-,-,-,16.1,401+,2.1,401+,6.8,401+,2.4,401+,26.9
461-470,441-450,SABANCI UNIVERSITY,Turkey,S,FO,VH,2,B,-,-,-,-,38.9,333,19.9,401+,48.4,315,21.1,401+,26.9
461-470,481-490,UNIVERSIDAD DE ZARAGOZA,Spain,XL,FC,HI,5,A,-,-,-,-,59,228,12,401+,3.5,401+,12.1,401+,26.7
461-470,451-460,UNIVERSIT¿ DEGLI STUDI DI FIRENZE (UNIFI),Italy,XL,FC,VH,4,A,-,-,-,-,14.2,401+,21.5,401+,7.1,401+,13.4,401+,26.8
461-470,481-490,UNIVERSIT¡ DEGLI STUDI DI ROMA - TOR VERGATA,Italy,XL,CO,VH,3,A,-,-,-,-,7.9,401+,30.3,401+,8.9,401+,22.2,401+,26.9
461-470,,UNIVERSITƒT POTSDAM,Germany,L,FO,VH,,,-,-,-,-,2.8,401+,81.1,63,,,25.7,401+,27.1
461-470,461-470,UNIVERSITY OF NEW MEXICO,United States,L,FC,VH,5,A,-,-,-,-,48,282,33.1,378,11.6,401+,6.5,401+,26.9
461-470,461-470,WAYNE STATE UNIVERSITY,United States,L,FC,VH,5,A,-,-,-,-,75.3,145,21.5,401+,19.2,401+,23.6,401+,27
471-480,384,AMERICAN UNIVERSITY,United States,L,CO,HI,5,B,-,-,-,-,30,401+,10.3,401+,7.5,401+,32,401+,26.5
471-480,441-450,DONGGUK UNIVERSITY ,South Korea,L,FC,HI,5,B,-,-,-,-,76.1,141,7.2,401+,12.4,401+,28.9,401+,26.6
471-480,441-450,HUAZHONG UNIVERSITY OF SCIENCE AND TECHNOLOGY,China,XL,FC,VH,4,A,-,-,-,-,18.1,401+,52,215,12.7,401+,8.1,401+,26.5
471-480,421-430,IOWA STATE UNIVERSITY,United States,XL,CO,VH,5,A,-,-,-,-,14.2,401+,42.1,301,21.9,401+,23.7,401+,26.5
471-480,551-600,JOHANNES KEPLER UNIVERSITƒT LINZ (JKU),Austria,M,CO,VH,4,A,-,-,-,-,24.9,401+,27.6,401+,67.4,230,24,401+,26.4
471-480,461-470,KARL-FRANZENS-UNIVERSITƒT GRAZ,Austria,L,CO,HI,5,A,-,-,-,-,17,401+,17.7,401+,52.8,301,37.1,375,26.5
471-480,501-550,KING KHALID UNIVERSITY,Saudi Arabia,XL,FC,MD,2,A,-,-,-,-,77.4,133,1.4,401+,100,29,24.5,401+,26.6
471-480,471-480,MIDDLE EAST TECHNICAL UNIVERSITY,Turkey,L,CO,VH,4,A,-,-,-,-,8.3,401+,23.2,401+,10.5,401+,8.8,401+,26.4
471-480,431-440,SHARIF UNIVERSITY OF TECHNOLOGY,Iran,M,FO,VH,4,A,-,-,-,-,9.7,401+,84.3,51,,,1.3,401+,26.4
471-480,481-490,TIANJIN UNIVERSITY,China,XL,CO,VH,5,A,-,-,-,-,30.6,401+,49.7,237,7.5,401+,4.2,401+,26.5
481-490,491-500,ABERYSTWYTH UNIVERSITY,United Kingdom,M,CO,VH,5,A,-,-,-,-,30.6,401+,34.4,367,61.8,254,43.4,326,26.2
481-490,551-600,CAIRO UNIVERSITY,Egypt,XL,FC,HI,5,A,-,-,-,-,13.2,401+,2.7,401+,2.4,401+,7.1,401+,26.2
481-490,441-450,CHANG GUNG UNIVERSITY,Taiwan,M,FO,VH,3,B,-,-,-,-,69,174,46.5,266,3.9,401+,8.3,401+,26.3
481-490,  386=,COLORADO STATE UNIVERSITY,United States,L,CO,VH,5,A,-,-,-,-,28.9,401+,23.5,401+,25.3,401+,11,401+,26.1
481-490,421-430,JULIUS-MAXIMILIANS-UNIVERSITƒT W‹RZBURG,Germany,L,FC,VH,5,A,-,-,-,-,14.5,401+,48.7,248,33.7,380,13.8,401+,26.3
481-490,421-430,RENMIN (PEOPLEíS) UNIVERSITY OF CHINA,China,L,FO,VH,4,A,-,-,-,-,33.9,388,5.9,401+,8.5,401+,7.5,401+,26
481-490,491-500,UNIVERSIT¿ CATTOLICA DEL SACRO CUORE,Italy,XL,CO,VH,4,B,-,-,-,-,10.6,401+,17.9,401+,16.3,401+,14.6,401+,26.3
481-490,481-490,UNIVERSIT¿ DEGLI STUDI DI NAPOLI FEDERICO II,Italy,XL,FC,VH,5,A,-,-,-,-,3.7,401+,46.4,267,1.6,401+,1.4,401+,25.9
481-490,441-450,UNIVERSITƒT BREMEN,Germany,L,CO,VH,3,A,-,-,-,-,25.6,401+,23,401+,29.1,401+,20.9,401+,25.9
